,0
400,1705493551.085364
401,1705493551.1181931
402,1705493551.1510222
403,1705493551.1838663
404,1705493551.2166953
405,1705493551.2495244
406,1705493551.2823534
407,1705493551.3152122
408,1705493551.3480415
409,1705493551.3808558
410,1705493551.4136996
411,1705493551.4465287
412,1705493551.4793577
413,1705493551.5121722
414,1705493551.5450015
415,1705493551.577845
416,1705493551.6106892
417,1705493551.6435182
418,1705493551.6763475
419,1705493551.7091913
420,1705493551.7420352
421,1705493551.7748497
422,1705493551.8076637
423,1705493551.8405077
424,1705493551.8733516
425,1705493551.9061809
426,1705493551.93901
427,1705493551.9718537
428,1705493552.0046978
429,1705493552.037527
430,1705493552.0703413
431,1705493552.1031704
432,1705493552.136029
433,1705493552.1688435
434,1705493552.2016723
435,1705493552.2345016
436,1705493552.2673604
437,1705493552.3001895
438,1705493552.3330185
439,1705493552.3658478
440,1705493552.3986917
441,1705493552.4315207
442,1705493552.46435
443,1705493552.497179
444,1705493552.5300379
445,1705493552.562852
446,1705493552.5956812
447,1705493552.628525
448,1705493552.661354
449,1705493552.6941836
450,1705493552.7270124
451,1705493552.7598417
452,1705493552.7926855
453,1705493552.8255293
454,1705493552.8583734
455,1705493552.8911877
456,1705493552.9240167
457,1705493552.9568756
458,1705493552.9896898
459,1705493553.0225189
460,1705493553.0553482
461,1705493553.088192
462,1705493553.1210063
463,1705493553.1538353
464,1705493553.1866646
465,1705493553.2195084
466,1705493553.2523375
467,1705493553.2851665
468,1705493553.3179958
469,1705493553.3508546
470,1705493553.383669
471,1705493553.416498
472,1705493553.4493272
473,1705493553.482171
474,1705493553.5149853
475,1705493553.5478146
476,1705493553.5806584
477,1705493553.6135023
478,1705493553.6463313
479,1705493553.6791606
480,1705493553.7119896
481,1705493553.7448335
482,1705493553.7776628
483,1705493553.810477
484,1705493553.843306
485,1705493553.8761203
486,1705493553.9089496
487,1705493553.9417787
488,1705493553.9746077
489,1705493554.0074368
490,1705493554.0402808
491,1705493554.07311
492,1705493554.1059244
493,1705493554.1387534
494,1705493554.1715972
495,1705493554.2044115
496,1705493554.2372406
497,1705493554.270055
498,1705493554.302899
499,1705493554.335728
500,1705493554.3685424
501,1705493554.4013863
502,1705493554.434245
503,1705493554.4670742
504,1705493554.4999032
505,1705493554.5327322
506,1705493554.5655763
507,1705493554.5984054
508,1705493554.6312346
509,1705493554.6640637
510,1705493554.6969223
511,1705493554.7297516
512,1705493554.7625806
513,1705493554.7954097
514,1705493554.8282685
515,1705493554.8610976
516,1705493554.8939416
517,1705493554.9267707
518,1705493554.9596293
519,1705493554.9924588
520,1705493555.0252876
521,1705493555.0581167
522,1705493555.0909457
523,1705493555.1237602
524,1705493555.1565893
525,1705493555.1894035
526,1705493555.2222326
527,1705493555.2550766
528,1705493555.2879057
529,1705493555.3207347
530,1705493555.3535788
531,1705493555.3864226
532,1705493555.419252
533,1705493555.452081
534,1705493555.4849248
535,1705493555.5177689
536,1705493555.5506127
537,1705493555.583442
538,1705493555.6162713
539,1705493555.6491148
540,1705493555.6819594
541,1705493555.7147732
542,1705493555.747617
543,1705493555.7804759
544,1705493555.813305
545,1705493555.846134
546,1705493555.878978
547,1705493555.911822
548,1705493555.9446511
549,1705493555.9774802
550,1705493556.0103092
551,1705493556.043168
552,1705493556.075997
553,1705493556.1088262
554,1705493556.1416702
555,1705493556.1745143
556,1705493556.2073433
557,1705493556.2401724
558,1705493556.2730162
559,1705493556.3058305
560,1705493556.3386598
561,1705493556.3714743
562,1705493556.4042883
563,1705493556.4371173
564,1705493556.4699614
565,1705493556.5027757
566,1705493556.53559
567,1705493556.568434
568,1705493556.6012778
569,1705493556.6341069
570,1705493556.6669362
571,1705493556.6997652
572,1705493556.732609
573,1705493556.7654233
574,1705493556.7982526
575,1705493556.8310816
576,1705493556.8639255
577,1705493556.8967547
578,1705493556.9295843
579,1705493556.9624128
580,1705493556.9952717
581,1705493557.028101
582,1705493557.0609298
583,1705493557.093759
584,1705493557.126618
585,1705493557.159447
586,1705493557.1922762
587,1705493557.2251198
588,1705493557.257964
589,1705493557.290793
590,1705493557.323622
591,1705493557.3564513
592,1705493557.38931
593,1705493557.422139
594,1705493557.4549682
595,1705493557.4877973
596,1705493557.5206265
597,1705493557.5534556
598,1705493557.5862846
599,1705493557.6191285
600,1705493557.6519725
601,1705493557.6848166
602,1705493557.7176604
603,1705493557.7504895
604,1705493557.7833335
605,1705493557.8161922
606,1705493557.8490212
607,1705493557.8818505
608,1705493557.9146795
609,1705493557.9475381
610,1705493557.9803674
611,1705493558.0131965
612,1705493558.0460405
613,1705493558.0788844
614,1705493558.1117136
615,1705493558.144528
616,1705493558.1773717
617,1705493558.2102156
618,1705493558.2430446
619,1705493558.275874
620,1705493558.3087187
621,1705493558.3415766
622,1705493558.3744056
623,1705493558.407235
624,1705493558.440064
625,1705493558.4729226
626,1705493558.5057518
627,1705493558.538581
628,1705493558.5714247
629,1705493558.6042688
630,1705493558.6370978
631,1705493558.669927
632,1705493558.7027562
633,1705493558.7355852
634,1705493558.7684143
635,1705493558.8012433
636,1705493558.8340726
637,1705493558.8669016
638,1705493558.8997457
639,1705493558.9325747
640,1705493558.9654038
641,1705493558.9982479
642,1705493559.0310917
643,1705493559.0639207
644,1705493559.09675
645,1705493559.129594
646,1705493559.162438
647,1705493559.195267
648,1705493559.228096
649,1705493559.260925
650,1705493559.2937691
651,1705493559.3265982
652,1705493559.3594275
653,1705493559.3922713
654,1705493559.425115
655,1705493559.4579444
656,1705493559.4907734
657,1705493559.5236173
658,1705493559.5564613
659,1705493559.5892904
660,1705493559.6221197
661,1705493559.6549487
662,1705493559.6877925
663,1705493559.7206068
664,1705493559.7534359
665,1705493559.7862651
666,1705493559.8191237
667,1705493559.851953
668,1705493559.884782
669,1705493559.9176114
670,1705493559.9504404
671,1705493559.9832695
672,1705493560.0160987
673,1705493560.0489278
674,1705493560.0817716
675,1705493560.1146154
676,1705493560.1474447
677,1705493560.180259
678,1705493560.213088
679,1705493560.245932
680,1705493560.2787611
681,1705493560.3115902
682,1705493560.3444195
683,1705493560.3772633
684,1705493560.4100924
685,1705493560.4429066
686,1705493560.4757357
687,1705493560.5085945
688,1705493560.5414088
689,1705493560.5742235
690,1705493560.6070375
691,1705493560.6398816
692,1705493560.6726956
693,1705493560.705525
694,1705493560.738354
695,1705493560.7711978
696,1705493560.8040268
697,1705493560.8368561
698,1705493560.8697
699,1705493560.902544
700,1705493560.935373
701,1705493560.968202
702,1705493561.0010164
703,1705493561.0338604
704,1705493561.0666747
705,1705493561.0995038
706,1705493561.132333
707,1705493561.165162
708,1705493561.1979764
709,1705493561.2308054
710,1705493561.2636197
711,1705493561.296449
712,1705493561.3292928
713,1705493561.3621218
714,1705493561.3949363
715,1705493561.4277654
716,1705493561.4606242
717,1705493561.4934533
718,1705493561.5262823
719,1705493561.5591261
720,1705493561.591985
721,1705493561.624814
722,1705493561.6576433
723,1705493561.6904724
724,1705493561.723331
725,1705493561.7561603
726,1705493561.7889893
727,1705493561.8218334
728,1705493561.854692
729,1705493561.8875062
730,1705493561.9203353
731,1705493561.9531646
732,1705493561.9860232
733,1705493562.0188525
734,1705493562.0516667
735,1705493562.0845108
736,1705493562.1173546
737,1705493562.1501837
738,1705493562.1829982
739,1705493562.2158272
740,1705493562.2486858
741,1705493562.2815
742,1705493562.3143294
743,1705493562.3471584
744,1705493562.3799875
745,1705493562.4128168
746,1705493562.4456458
747,1705493562.4784749
748,1705493562.511304
749,1705493562.544148
750,1705493562.5769773
751,1705493562.6098063
752,1705493562.6426353
753,1705493562.6754792
754,1705493562.7082934
755,1705493562.7411227
756,1705493562.7739518
757,1705493562.8068104
758,1705493562.839625
759,1705493562.8724391
760,1705493562.9052682
761,1705493562.938112
762,1705493562.9709263
763,1705493563.0037556
764,1705493563.0365849
765,1705493563.0694435
766,1705493563.1022725
767,1705493563.1351016
768,1705493563.1679456
769,1705493563.2007895
770,1705493563.2336335
771,1705493563.2664478
772,1705493563.2992916
773,1705493563.3321357
774,1705493563.3649647
775,1705493563.3977938
776,1705493563.4306378
777,1705493563.4634817
778,1705493563.4963107
779,1705493563.52914
780,1705493563.5619838
781,1705493563.5948129
782,1705493563.6276422
783,1705493563.6604712
784,1705493563.693315
785,1705493563.7261443
786,1705493563.759003
787,1705493563.7918174
788,1705493563.8246465
789,1705493563.8574755
790,1705493563.8903196
791,1705493563.9231486
792,1705493563.9559777
793,1705493563.9888215
794,1705493564.0216658
795,1705493564.0544946
796,1705493564.087324
797,1705493564.1201677
798,1705493564.1530266
799,1705493564.1858556
800,1705493564.2186847
801,1705493564.2515137
802,1705493564.2843578
803,1705493564.3171868
804,1705493564.350031
805,1705493564.382875
806,1705493564.4157336
807,1705493564.4485478
808,1705493564.481377
809,1705493564.514206
810,1705493564.5470648
811,1705493564.579879
812,1705493564.612708
813,1705493564.6455374
814,1705493564.6783814
815,1705493564.7112105
816,1705493564.7440395
817,1705493564.7768538
818,1705493564.8096828
819,1705493564.842497
820,1705493564.8753264
821,1705493564.9081407
822,1705493564.9409697
823,1705493564.9738286
824,1705493565.0066576
825,1705493565.0394866
826,1705493565.0723307
827,1705493565.1051893
828,1705493565.1380186
829,1705493565.1708477
830,1705493565.2036767
831,1705493565.2365355
832,1705493565.2693646
833,1705493565.3021789
834,1705493565.335023
835,1705493565.3678815
836,1705493565.4007106
837,1705493565.4335399
838,1705493565.4663837
839,1705493565.4992278
840,1705493565.532042
841,1705493565.564871
842,1705493565.5977151
843,1705493565.6305737
844,1705493565.6633883
845,1705493565.6962173
846,1705493565.7290463
847,1705493565.7619052
848,1705493565.7947342
849,1705493565.8275633
850,1705493565.8603923
851,1705493565.8932512
852,1705493565.9260952
853,1705493565.9589243
854,1705493565.9917681
855,1705493566.0245972
856,1705493566.0574412
857,1705493566.090285
858,1705493566.1231143
859,1705493566.1559582
860,1705493566.188802
861,1705493566.221646
862,1705493566.254475
863,1705493566.287319
864,1705493566.320163
865,1705493566.3530068
866,1705493566.3858361
867,1705493566.41868
868,1705493566.451524
869,1705493566.4843678
870,1705493566.517197
871,1705493566.550041
872,1705493566.5828996
873,1705493566.6157138
874,1705493566.648558
875,1705493566.6813872
876,1705493566.714231
877,1705493566.74706
878,1705493566.7798743
879,1705493566.8126886
880,1705493566.8455474
881,1705493566.8783765
882,1705493566.9112055
883,1705493566.9440348
884,1705493566.9768786
885,1705493567.0097077
886,1705493567.042537
887,1705493567.075366
888,1705493567.1082249
889,1705493567.141054
890,1705493567.1738977
891,1705493567.2067268
892,1705493567.239556
893,1705493567.2723851
894,1705493567.3052142
895,1705493567.3380435
896,1705493567.3708873
897,1705493567.4037461
898,1705493567.4365752
899,1705493567.4694042
900,1705493567.5022483
901,1705493567.535107
902,1705493567.567936
903,1705493567.6007652
904,1705493567.633609
905,1705493567.666468
906,1705493567.699297
907,1705493567.7321112
908,1705493567.7649403
909,1705493567.797799
910,1705493567.8306134
911,1705493567.8634427
912,1705493567.8962717
913,1705493567.9291303
914,1705493567.9619596
915,1705493567.9947886
916,1705493568.027618
917,1705493568.0604765
918,1705493568.0933056
919,1705493568.1261349
920,1705493568.1589787
921,1705493568.1918373
922,1705493568.2246816
923,1705493568.2575107
924,1705493568.2903545
925,1705493568.3231986
926,1705493568.3560276
927,1705493568.3888566
928,1705493568.4216857
929,1705493568.4545147
930,1705493568.487344
931,1705493568.520173
932,1705493568.5529873
933,1705493568.5858312
934,1705493568.61869
935,1705493568.651519
936,1705493568.6843631
937,1705493568.7172072
938,1705493568.750051
939,1705493568.78288
940,1705493568.8157096
941,1705493568.8485382
942,1705493568.8813972
943,1705493568.914226
944,1705493568.9470553
945,1705493568.9798696
946,1705493569.0127282
947,1705493569.0455427
948,1705493569.0783718
949,1705493569.1112156
950,1705493569.1440597
951,1705493569.1768887
952,1705493569.2097178
953,1705493569.242547
954,1705493569.2754056
955,1705493569.308235
956,1705493569.341064
957,1705493569.3739078
958,1705493569.4067667
959,1705493569.4395957
960,1705493569.4724247
961,1705493569.5052688
962,1705493569.5381277
963,1705493569.5709567
964,1705493569.6037858
965,1705493569.6366148
966,1705493569.669444
967,1705493569.7022731
968,1705493569.7351022
969,1705493569.7679312
970,1705493569.8007605
971,1705493569.8336043
972,1705493569.8664336
973,1705493569.8992627
974,1705493569.9321065
975,1705493569.9649653
976,1705493569.9977946
977,1705493570.0306382
978,1705493570.0634675
979,1705493570.0963264
980,1705493570.1291554
981,1705493570.1619844
982,1705493570.1948135
983,1705493570.2276723
984,1705493570.2605014
985,1705493570.2933304
986,1705493570.3261745
987,1705493570.3590183
988,1705493570.3918624
989,1705493570.4246914
990,1705493570.4575355
991,1705493570.490394
992,1705493570.5232234
993,1705493570.5560524
994,1705493570.5888963
995,1705493570.6217551
996,1705493570.6545844
997,1705493570.6874132
998,1705493570.7202573
999,1705493570.753116
1000,1705493570.785945
1001,1705493570.8187742
1002,1705493570.851618
1003,1705493570.884462
1004,1705493570.9172912
1005,1705493570.950135
1006,1705493570.9829645
1007,1705493571.015808
1008,1705493571.0486817
1009,1705493571.0815108
1010,1705493571.1143546
1011,1705493571.147184
1012,1705493571.1800427
1013,1705493571.2128866
1014,1705493571.2457156
1015,1705493571.2785597
1016,1705493571.3114183
1017,1705493571.3442476
1018,1705493571.3770914
1019,1705493571.4099352
1020,1705493571.442794
1021,1705493571.4756083
1022,1705493571.5084374
1023,1705493571.5412815
1024,1705493571.57414
1025,1705493571.6069694
1026,1705493571.6397984
1027,1705493571.6726274
1028,1705493571.7054715
1029,1705493571.7383153
1030,1705493571.7711444
1031,1705493571.8039737
1032,1705493571.8368323
1033,1705493571.8696465
1034,1705493571.9024758
1035,1705493571.9353049
1036,1705493571.9681637
1037,1705493572.000978
1038,1705493572.033807
1039,1705493572.0666363
1040,1705493572.0994654
1041,1705493572.1322796
1042,1705493572.1651237
1043,1705493572.1979525
1044,1705493572.2307818
1045,1705493572.2636404
1046,1705493572.2964697
1047,1705493572.3293135
1048,1705493572.3621573
1049,1705493572.3950014
1050,1705493572.4278305
1051,1705493572.4606595
1052,1705493572.4934888
1053,1705493572.5263326
1054,1705493572.559162
1055,1705493572.591991
1056,1705493572.6248202
1057,1705493572.6576788
1058,1705493572.690493
1059,1705493572.7233222
1060,1705493572.756166
1061,1705493572.78901
1062,1705493572.821854
1063,1705493572.8546832
1064,1705493572.8875122
1065,1705493572.920371
1066,1705493572.953215
1067,1705493572.986044
1068,1705493573.0188732
1069,1705493573.0517318
1070,1705493573.0845609
1071,1705493573.1173902
1072,1705493573.150234
1073,1705493573.1830928
1074,1705493573.2159219
1075,1705493573.248751
1076,1705493573.28158
1077,1705493573.314424
1078,1705493573.347253
1079,1705493573.3800824
1080,1705493573.4129114
1081,1705493573.4457555
1082,1705493573.478614
1083,1705493573.5114431
1084,1705493573.5442574
1085,1705493573.5771015
1086,1705493573.6099453
1087,1705493573.6427894
1088,1705493573.6756036
1089,1705493573.7084477
1090,1705493573.7413063
1091,1705493573.7741354
1092,1705493573.8069646
1093,1705493573.8398085
1094,1705493573.872667
1095,1705493573.9054964
1096,1705493573.9383404
1097,1705493573.9711695
1098,1705493574.004028
1099,1705493574.036872
1100,1705493574.0697012
1101,1705493574.1025302
1102,1705493574.135389
1103,1705493574.1682181
1104,1705493574.2010324
1105,1705493574.2338762
1106,1705493574.2667203
1107,1705493574.2995493
1108,1705493574.3323786
1109,1705493574.3652077
1110,1705493574.3980663
1111,1705493574.4308956
1112,1705493574.4637246
1113,1705493574.4965537
1114,1705493574.5293682
1115,1705493574.5621972
1116,1705493574.5950263
1117,1705493574.6278408
1118,1705493574.6606698
1119,1705493574.6935284
1120,1705493574.726343
1121,1705493574.759172
1122,1705493574.792001
1123,1705493574.82483
1124,1705493574.857659
1125,1705493574.8904884
1126,1705493574.9233174
1127,1705493574.9561615
1128,1705493574.9889758
1129,1705493575.0218048
1130,1705493575.0546339
1131,1705493575.087478
1132,1705493575.1203072
1133,1705493575.1531215
1134,1705493575.1859653
1135,1705493575.2188094
1136,1705493575.2516384
1137,1705493575.2844675
1138,1705493575.3173113
1139,1705493575.3501554
1140,1705493575.3829844
1141,1705493575.4158134
1142,1705493575.4486425
1143,1705493575.4815013
1144,1705493575.5143304
1145,1705493575.5471594
1146,1705493575.5800035
1147,1705493575.6128476
1148,1705493575.6456766
1149,1705493575.6785057
1150,1705493575.711335
1151,1705493575.744164
1152,1705493575.776993
1153,1705493575.809822
1154,1705493575.8426363
1155,1705493575.8754804
1156,1705493575.9083242
1157,1705493575.9411683
1158,1705493575.9739974
1159,1705493576.0068412
1160,1705493576.0397
1161,1705493576.0725293
1162,1705493576.1053584
1163,1705493576.1381874
1164,1705493576.171046
1165,1705493576.2038753
1166,1705493576.2366896
1167,1705493576.2695186
1168,1705493576.3023775
1169,1705493576.3352065
1170,1705493576.3680356
1171,1705493576.4008796
1172,1705493576.4337382
1173,1705493576.4665675
1174,1705493576.4993966
1175,1705493576.5322256
1176,1705493576.5650697
1177,1705493576.5978987
1178,1705493576.6307428
1179,1705493576.6635718
1180,1705493576.6964307
1181,1705493576.7292597
1182,1705493576.762089
1183,1705493576.7949326
1184,1705493576.8277767
1185,1705493576.8606205
1186,1705493576.8934498
1187,1705493576.9262786
1188,1705493576.959093
1189,1705493576.9919221
1190,1705493577.0247512
1191,1705493577.0575655
1192,1705493577.0903947
1193,1705493577.1232386
1194,1705493577.156053
1195,1705493577.188882
1196,1705493577.2216964
1197,1705493577.2545404
1198,1705493577.2873547
1199,1705493577.320169
1200,1705493577.352998
1201,1705493577.3858418
1202,1705493577.4186711
1203,1705493577.4514854
1204,1705493577.4843295
1205,1705493577.5171733
1206,1705493577.5500023
1207,1705493577.5828316
1208,1705493577.6156604
1209,1705493577.6485193
1210,1705493577.6813335
1211,1705493577.7141626
1212,1705493577.7469919
1213,1705493577.7798505
1214,1705493577.812665
1215,1705493577.845494
1216,1705493577.878323
1217,1705493577.9111671
1218,1705493577.9439814
1219,1705493577.9768105
1220,1705493578.0096395
1221,1705493578.0424836
1222,1705493578.0753126
1223,1705493578.108127
1224,1705493578.140971
1225,1705493578.1737852
1226,1705493578.2066143
1227,1705493578.2394435
1228,1705493578.2722726
1229,1705493578.3051016
1230,1705493578.3379605
1231,1705493578.3707895
1232,1705493578.4036186
1233,1705493578.4364479
1234,1705493578.4693065
1235,1705493578.5021358
1236,1705493578.5349646
1237,1705493578.5677938
1238,1705493578.6006527
1239,1705493578.633467
1240,1705493578.666296
1241,1705493578.6991398
1242,1705493578.731984
1243,1705493578.764813
1244,1705493578.7976422
1245,1705493578.8304713
1246,1705493578.863315
1247,1705493578.8961444
1248,1705493578.9289734
1249,1705493578.9618025
1250,1705493578.9946463
1251,1705493579.0274756
1252,1705493579.0603046
1253,1705493579.0931337
1254,1705493579.1259778
1255,1705493579.158792
1256,1705493579.191621
1257,1705493579.2244356
1258,1705493579.2572942
1259,1705493579.2901084
1260,1705493579.3229377
1261,1705493579.3557668
1262,1705493579.3885958
1263,1705493579.4214249
1264,1705493579.4542394
1265,1705493579.4870684
1266,1705493579.5198975
1267,1705493579.5527415
1268,1705493579.5855706
1269,1705493579.6183999
1270,1705493579.6512437
1271,1705493579.6840875
